Video_File,Creation_Time,Label,Start_Time,End_Time,Real_Start_Time,Real_End_Time
OutSense-036GX040233.MP4,2024-02-06 10:49:02,sit_bed_to_wheelchair,207.0,246.0,2024-02-06 10:52:27.000000000,2024-02-06 10:53:05.996802324
OutSense-036GX040233.MP4,2024-02-06 10:49:02,self_propulsion,267.0,278.0,2024-02-06 10:53:26.995080498,2024-02-06 10:53:37.994178590
OutSense-036GX040233.MP4,2024-02-06 10:49:02,conversation,279.0,753.0,2024-02-06 10:53:38.994096598,2024-02-06 11:01:32.955232534
OutSense-036GX050233.MP4,2024-02-06 11:01:35,self_propulsion_and_conversation,144.0,169.0,2024-02-06 11:03:56.943425730,2024-02-06 11:04:21.941375938
OutSense-036GX050233.MP4,2024-02-06 11:01:35,conversation,0.0,143.0,2024-02-06 11:01:32.955232534,2024-02-06 11:03:55.943507722
OutSense-036GX050233.MP4,2024-02-06 11:01:35,conversation,170.0,205.0,2024-02-06 11:04:22.941293946,2024-02-06 11:04:57.938424237
OutSense-036GX050233.MP4,2024-02-06 11:01:35,conversation,245.0,357.0,2024-02-06 11:05:37.935144569,2024-02-06 11:07:29.925961499
OutSense-036GX050233.MP4,2024-02-06 11:01:35,conversation,364.0,377.0,2024-02-06 11:07:36.925387557,2024-02-06 11:07:49.924321665
OutSense-036GX050233.MP4,2024-02-06 11:01:35,conversation,423.0,646.0,2024-02-06 11:08:35.920550047,2024-02-06 11:12:18.902265899
OutSense-036GX050233.MP4,2024-02-06 11:01:35,conversation,656.0,665.0,2024-02-06 11:12:28.901445982,2024-02-06 11:12:37.900708057
OutSense-036GX050233.MP4,2024-02-06 11:01:35,self_propulsion,206.0,243.0,2024-02-06 11:04:58.938342245,2024-02-06 11:05:35.935308552
OutSense-036GX050233.MP4,2024-02-06 11:01:35,self_propulsion,358.0,361.0,2024-02-06 11:07:30.925879507,2024-02-06 11:07:33.925633532
OutSense-036GX050233.MP4,2024-02-06 11:01:35,self_propulsion,378.0,410.0,2024-02-06 11:07:50.924239673,2024-02-06 11:08:22.921615939
OutSense-036GX050233.MP4,2024-02-06 11:01:35,self_propulsion,415.0,421.0,2024-02-06 11:08:27.921205981,2024-02-06 11:08:33.920714031
OutSense-036GX050233.MP4,2024-02-06 11:01:35,self_propulsion,648.0,654.0,2024-02-06 11:12:20.902101916,2024-02-06 11:12:26.901609966
OutSense-036GX050233.MP4,2024-02-06 11:01:35,sitting_wheelchair,665.0,708.0,2024-02-06 11:12:37.900708057,2024-02-06 11:13:20.897182414
OutSense-036GX060233.MP4,2024-02-06 11:13:25,sitting_wheelchair,0.0,15.0,2024-02-06 11:13:22.897018431,2024-02-06 11:13:37.895788555
OutSense-036GX060233.MP4,2024-02-06 11:13:25,sitting_wheelchair,50.0,70.0,2024-02-06 11:14:12.892918846,2024-02-06 11:14:32.891279012
OutSense-036GX060233.MP4,2024-02-06 11:13:25,conversation,15.0,50.0,2024-02-06 11:13:37.895788555,2024-02-06 11:14:12.892918846
OutSense-036GX060233.MP4,2024-02-06 11:13:25,conversation,70.0,125.0,2024-02-06 11:14:32.891279012,2024-02-06 11:15:27.886769469
