Video_File,Creation_Time,Label,Start_Time,End_Time,Real_Start_Time,Real_End_Time
OutSense-036GX040233.MP4,2024-02-06 10:49:00,sit_bed_to_wheelchair,207.0,246.0,2024-02-06 10:52:27.000000,2024-02-06 10:53:06.000000000
OutSense-036GX040233.MP4,2024-02-06 10:49:00,self_propulsion,267.0,278.0,2024-02-06 10:53:27.000000,2024-02-06 10:53:38.000000000
OutSense-036GX040233.MP4,2024-02-06 10:49:00,conversation,279.0,753.0,2024-02-06 10:53:39.000000,2024-02-06 11:01:33.000000000
OutSense-036GX050233.MP4,2024-02-06 11:01:00,self_propulsion_and_conversation,144.0,169.0,2024-02-06 11:03:24.000000,2024-02-06 11:03:49.000000000
OutSense-036GX050233.MP4,2024-02-06 11:01:00,conversation,0.0,143.0,2024-02-06 11:01:00.000000,2024-02-06 11:03:23.000000000
OutSense-036GX050233.MP4,2024-02-06 11:01:00,conversation,170.0,205.0,2024-02-06 11:03:50.000000,2024-02-06 11:04:25.000000000
OutSense-036GX050233.MP4,2024-02-06 11:01:00,conversation,245.0,357.0,2024-02-06 11:05:05.000000,2024-02-06 11:06:57.000000000
OutSense-036GX050233.MP4,2024-02-06 11:01:00,conversation,364.0,377.0,2024-02-06 11:07:04.000000,2024-02-06 11:07:17.000000000
OutSense-036GX050233.MP4,2024-02-06 11:01:00,conversation,423.0,646.0,2024-02-06 11:08:03.000000,2024-02-06 11:11:46.000000000
OutSense-036GX050233.MP4,2024-02-06 11:01:00,conversation,656.0,665.0,2024-02-06 11:11:56.000000,2024-02-06 11:12:05.000000000
OutSense-036GX050233.MP4,2024-02-06 11:01:00,self_propulsion,206.0,243.0,2024-02-06 11:04:26.000000,2024-02-06 11:05:03.000000000
OutSense-036GX050233.MP4,2024-02-06 11:01:00,self_propulsion,358.0,361.0,2024-02-06 11:06:58.000000,2024-02-06 11:07:01.000000000
OutSense-036GX050233.MP4,2024-02-06 11:01:00,self_propulsion,378.0,410.0,2024-02-06 11:07:18.000000,2024-02-06 11:07:50.000000000
OutSense-036GX050233.MP4,2024-02-06 11:01:00,self_propulsion,415.0,421.0,2024-02-06 11:07:55.000000,2024-02-06 11:08:01.000000000
OutSense-036GX050233.MP4,2024-02-06 11:01:00,self_propulsion,648.0,654.0,2024-02-06 11:11:48.000000,2024-02-06 11:11:54.000000000
