Video_File,Creation_Time,Label,Start_Time,End_Time,Real_Start_Time,Real_End_Time
OutSense-036GX040233.MP4,2024-02-06 10:49:02,sit_bed_to_wheelchair,207.0,246.0,2024-02-06 10:52:29.000000,2024-02-06 10:53:08.000000
OutSense-036GX040233.MP4,2024-02-06 10:49:02,self_propulsion,267.0,278.0,2024-02-06 10:53:29.000000,2024-02-06 10:53:40.000000
OutSense-036GX040233.MP4,2024-02-06 10:49:02,conversation,279.0,753.0,2024-02-06 10:53:41.000000,2024-02-06 11:01:35.000000
OutSense-036GX050233.MP4,2024-02-06 11:01:35,self_propulsion_and_conversation,144.0,169.0,2024-02-06 11:03:59.000000,2024-02-06 11:04:24.000000
OutSense-036GX050233.MP4,2024-02-06 11:01:35,conversation,0.0,143.0,2024-02-06 11:01:35.000000,2024-02-06 11:03:58.000000
OutSense-036GX050233.MP4,2024-02-06 11:01:35,conversation,170.0,205.0,2024-02-06 11:04:25.000000,2024-02-06 11:05:00.000000
OutSense-036GX050233.MP4,2024-02-06 11:01:35,conversation,245.0,357.0,2024-02-06 11:05:40.000000,2024-02-06 11:07:32.000000
OutSense-036GX050233.MP4,2024-02-06 11:01:35,conversation,364.0,377.0,2024-02-06 11:07:39.000000,2024-02-06 11:07:52.000000
OutSense-036GX050233.MP4,2024-02-06 11:01:35,conversation,423.0,646.0,2024-02-06 11:08:38.000000,2024-02-06 11:12:21.000000
OutSense-036GX050233.MP4,2024-02-06 11:01:35,conversation,656.0,665.0,2024-02-06 11:12:31.000000,2024-02-06 11:12:40.000000
OutSense-036GX050233.MP4,2024-02-06 11:01:35,self_propulsion,206.0,243.0,2024-02-06 11:05:01.000000,2024-02-06 11:05:38.000000
OutSense-036GX050233.MP4,2024-02-06 11:01:35,self_propulsion,358.0,361.0,2024-02-06 11:07:33.000000,2024-02-06 11:07:36.000000
OutSense-036GX050233.MP4,2024-02-06 11:01:35,self_propulsion,378.0,410.0,2024-02-06 11:07:53.000000,2024-02-06 11:08:25.000000
OutSense-036GX050233.MP4,2024-02-06 11:01:35,self_propulsion,415.0,421.0,2024-02-06 11:08:30.000000,2024-02-06 11:08:36.000000
OutSense-036GX050233.MP4,2024-02-06 11:01:35,self_propulsion,648.0,654.0,2024-02-06 11:12:23.000000,2024-02-06 11:12:29.000000
OutSense-036GX050233.MP4,2024-02-06 11:01:35,sitting_wheelchair,665.0,708.0,2024-02-06 11:12:40.000000,2024-02-06 11:13:23.000000
OutSense-036GX060233.MP4,2024-02-06 11:13:25,sitting_wheelchair,0.0,15.0,2024-02-06 11:13:25.000000,2024-02-06 11:13:40.000000
OutSense-036GX060233.MP4,2024-02-06 11:13:25,sitting_wheelchair,50.0,70.0,2024-02-06 11:14:15.000000,2024-02-06 11:14:35.000000
OutSense-036GX060233.MP4,2024-02-06 11:13:25,conversation,15.0,50.0,2024-02-06 11:13:40.000000,2024-02-06 11:14:15.000000
OutSense-036GX060233.MP4,2024-02-06 11:13:25,conversation,70.0,125.0,2024-02-06 11:14:35.000000,2024-02-06 11:15:30.000000
OutSense-036GX060233.MP4,2024-02-06 11:13:25,conversation,146.0,167.0,2024-02-06 11:15:51.000000,2024-02-06 11:16:12.000000
OutSense-036GX060233.MP4,2024-02-06 11:13:25,conversation,203.0,708.0,2024-02-06 11:16:48.000000,2024-02-06 11:25:13.000000
OutSense-036GX060233.MP4,2024-02-06 11:13:25,self_propulsion,168.0,202.0,2024-02-06 11:16:13.000000,2024-02-06 11:16:47.000000
OutSense-036GX060233.MP4,2024-02-06 11:13:25,self_propulsion_and_conversation,125.0,146.0,2024-02-06 11:15:30.000000,2024-02-06 11:15:51.000000
OutSense-036GX070233.MP4,2024-02-06 11:25:13,conversation,0.0,708.0,2024-02-06 11:25:13.000000,2024-02-06 11:37:01.000000
OutSense-036GX080233.MP4,2024-02-06 11:37:01,conversation,0.0,286.0,2024-02-06 11:37:01.000000,2024-02-06 11:41:47.000000
OutSense-036GX080233.MP4,2024-02-06 11:37:01,conversation,423.0,648.0,2024-02-06 11:44:04.000000,2024-02-06 11:47:49.000000
OutSense-036GX080233.MP4,2024-02-06 11:37:01,conversation,658.0,708.0,2024-02-06 11:47:59.000000,2024-02-06 11:48:49.000000
OutSense-036GX080233.MP4,2024-02-06 11:37:01,self_propulsion,287.0,291.0,2024-02-06 11:41:48.000000,2024-02-06 11:41:52.000000
OutSense-036GX080233.MP4,2024-02-06 11:37:01,self_propulsion,416.0,422.0,2024-02-06 11:43:57.000000,2024-02-06 11:44:03.000000
OutSense-036GX080233.MP4,2024-02-06 11:37:01,take_off_clothes,303.0,312.0,2024-02-06 11:42:04.000000,2024-02-06 11:42:13.000000
OutSense-036GX080233.MP4,2024-02-06 11:37:01,arm_sleeve,295.0,299.0,2024-02-06 11:41:56.000000,2024-02-06 11:42:00.000000
OutSense-036GX080233.MP4,2024-02-06 11:37:01,arm_sleeve,321.0,325.0,2024-02-06 11:42:22.000000,2024-02-06 11:42:26.000000
OutSense-036GX080233.MP4,2024-02-06 11:37:01,sitting_wheelchair,345.0,406.0,2024-02-06 11:42:46.000000,2024-02-06 11:43:47.000000
OutSense-036GX080233.MP4,2024-02-06 11:37:01,pressure_relief,649.0,651.0,2024-02-06 11:47:50.000000,2024-02-06 11:47:52.000000
OutSense-036GX090233.MP4,2024-02-06 11:48:51,conversation,0.0,47.0,2024-02-06 11:48:51.000000,2024-02-06 11:49:38.000000
OutSense-036GX090233.MP4,2024-02-06 11:48:51,conversation,54.0,70.0,2024-02-06 11:49:45.000000,2024-02-06 11:50:01.000000
OutSense-036GX090233.MP4,2024-02-06 11:48:51,conversation,187.0,426.0,2024-02-06 11:51:58.000000,2024-02-06 11:55:57.000000
OutSense-036GX090233.MP4,2024-02-06 11:48:51,conversation,530.0,569.0,2024-02-06 11:57:41.000000,2024-02-06 11:58:20.000000
OutSense-036GX090233.MP4,2024-02-06 11:48:51,self_propulsion,70.0,137.0,2024-02-06 11:50:01.000000,2024-02-06 11:51:08.000000
OutSense-036GX090233.MP4,2024-02-06 11:48:51,self_propulsion,148.0,159.0,2024-02-06 11:51:19.000000,2024-02-06 11:51:30.000000
OutSense-036GX090233.MP4,2024-02-06 11:48:51,self_propulsion,167.0,185.0,2024-02-06 11:51:38.000000,2024-02-06 11:51:56.000000
OutSense-036GX090233.MP4,2024-02-06 11:48:51,self_propulsion,427.0,450.0,2024-02-06 11:55:58.000000,2024-02-06 11:56:21.000000
OutSense-036GX090233.MP4,2024-02-06 11:48:51,self_propulsion,465.0,522.0,2024-02-06 11:56:36.000000,2024-02-06 11:57:33.000000
OutSense-036GX090233.MP4,2024-02-06 11:48:51,self_propulsion,646.0,683.0,2024-02-06 11:59:37.000000,2024-02-06 12:00:14.000000
OutSense-036GX090233.MP4,2024-02-06 11:48:51,sitting_wheelchair,569.0,644.0,2024-02-06 11:58:20.000000,2024-02-06 11:59:35.000000
OutSense-036GX090233.MP4,2024-02-06 11:48:51,sit_to_wheelchair,47.0,53.0,2024-02-06 11:49:38.000000,2024-02-06 11:49:44.000000
OutSense-036GX090233.MP4,2024-02-06 11:48:51,bending,684.0,690.0,2024-02-06 12:00:15.000000,2024-02-06 12:00:21.000000
OutSense-036GX090233.MP4,2024-02-06 11:48:51,bending,694.0,701.0,2024-02-06 12:00:25.000000,2024-02-06 12:00:32.000000
OutSense-036GX100233.MP4,2024-02-06 12:00:39,conversation,0.0,359.0,2024-02-06 12:00:39.000000,2024-02-06 12:06:38.000000
OutSense-036GX100233.MP4,2024-02-06 12:00:39,conversation,410.0,439.0,2024-02-06 12:07:29.000000,2024-02-06 12:07:58.000000
OutSense-036GX100233.MP4,2024-02-06 12:00:39,conversation,460.0,479.0,2024-02-06 12:08:19.000000,2024-02-06 12:08:38.000000
OutSense-036GX100233.MP4,2024-02-06 12:00:39,conversation,484.0,708.0,2024-02-06 12:08:43.000000,2024-02-06 12:12:27.000000
OutSense-036GX100233.MP4,2024-02-06 12:00:39,self_propulsion,384.0,406.0,2024-02-06 12:07:03.000000,2024-02-06 12:07:25.000000
OutSense-036GX100233.MP4,2024-02-06 12:00:39,self_propulsion,441.0,455.0,2024-02-06 12:08:00.000000,2024-02-06 12:08:14.000000
OutSense-036GX100233.MP4,2024-02-06 12:00:39,sit_to_wheelchair,359.0,384.0,2024-02-06 12:06:38.000000,2024-02-06 12:07:03.000000
OutSense-036GX100233.MP4,2024-02-06 12:00:39,sit_to_wheelchair,479.0,483.0,2024-02-06 12:08:38.000000,2024-02-06 12:08:42.000000
OutSense-036GX100233.MP4,2024-02-06 12:00:39,bending,456.0,459.0,2024-02-06 12:08:15.000000,2024-02-06 12:08:18.000000
OutSense-036GX110233.MP4,2024-02-06 12:12:27,conversation,0.0,708.0,2024-02-06 12:12:27.000000,2024-02-06 12:24:15.000000
OutSense-036GX120233.MP4,2024-02-06 12:24:17,conversation,0.0,535.0,2024-02-06 12:24:17.000000,2024-02-06 12:33:12.000000
OutSense-036GX120233.MP4,2024-02-06 12:24:17,conversation,683.0,708.0,2024-02-06 12:35:40.000000,2024-02-06 12:36:05.000000
OutSense-036GX120233.MP4,2024-02-06 12:24:17,arm_raises,545.0,600.0,2024-02-06 12:33:22.000000,2024-02-06 12:34:17.000000
OutSense-036GX120233.MP4,2024-02-06 12:24:17,self_propulsion,607.0,626.0,2024-02-06 12:34:24.000000,2024-02-06 12:34:43.000000
OutSense-036GX120233.MP4,2024-02-06 12:24:17,self_propulsion,665.0,676.0,2024-02-06 12:35:22.000000,2024-02-06 12:35:33.000000
OutSense-036GX120233.MP4,2024-02-06 12:24:17,wheelchair_to_bed,641.0,644.0,2024-02-06 12:34:58.000000,2024-02-06 12:35:01.000000
OutSense-036GX120233.MP4,2024-02-06 12:24:17,sit_bed_to_wheelchair,655.0,662.0,2024-02-06 12:35:12.000000,2024-02-06 12:35:19.000000
OutSense-036GX120233.MP4,2024-02-06 12:24:17,pressure_relief,627.0,629.0,2024-02-06 12:34:44.000000,2024-02-06 12:34:46.000000
OutSense-036GX120233.MP4,2024-02-06 12:24:17,pressure_relief,677.0,683.0,2024-02-06 12:35:34.000000,2024-02-06 12:35:40.000000
OutSense-036GX130233.MP4,2024-02-06 12:36:05,conversation,0.0,156.0,2024-02-06 12:36:05.000000,2024-02-06 12:38:41.000000
OutSense-036GX130233.MP4,2024-02-06 12:36:05,conversation,320.0,404.0,2024-02-06 12:41:25.000000,2024-02-06 12:42:49.000000
